cartodb_id,munichways_id,mapillary_img_id,mapillary_link
169,LHM-West.BA09.169,J-sJJHCpTz-_cg7_03bOtw,https://www.mapillary.com/map/im/J-sJJHCpTz-_cg7_03bOtw
168,LHM-West.BA09.168,CzQZ7EH3TuqMXHNzf3-GLj,https://www.mapillary.com/map/im/CzQZ7EH3TuqMXHNzf3-GLj
161,LHM-Süd.BA07.161,a39RfdLFNtH89SV8Gru3Ag,https://www.mapillary.com/map/im/a39RfdLFNtH89SV8Gru3Ag
160,LHM-Nord.BA24.160,FKmYjBZLsoMqXCWzRM7H_Q,https://www.mapillary.com/map/im/FKmYjBZLsoMqXCWzRM7H_Q
151,LHM-West.BA09.151,y5BXy0yYyGKw-_Oe1AKBJg,https://www.mapillary.com/map/im/y5BXy0yYyGKw-_Oe1AKBJg
150,LHM-West.BA09.150,NyKRHyjgph0gQ4aPwEPSlQ,https://www.mapillary.com/map/im/NyKRHyjgph0gQ4aPwEPSlQ
149,LHM-Nord.BA10.149,0GV5PusW7lf3uFC_iWXHyw,https://www.mapillary.com/map/im/0GV5PusW7lf3uFC_iWXHyw
148,LHM-West.BA09.148,_jB6pIOjvzAca-eMe3rUsw,https://www.mapillary.com/map/im/_jB6pIOjvzAca-eMe3rUsw
145,LHM-West.BA09.145,gLyqac9q7KYSfgftqOEvgz,https://www.mapillary.com/map/im/gLyqac9q7KYSfgftqOEvgz
141,LHM-Nord.BA10.141,aT5u18HXDSgB4JyPCwhAV0,https://www.mapillary.com/map/im/aT5u18HXDSgB4JyPCwhAV0
140,LHM-Nord.BA10.140,eqrRNiKZUGSP1huXBSZyGG,https://www.mapillary.com/map/im/eqrRNiKZUGSP1huXBSZyGG
139,LHM-Nord.BA10.139,sLcIu3S8uqsUhN8HLCS6cg,https://www.mapillary.com/map/im/sLcIu3S8uqsUhN8HLCS6cg
138,LHM-Nord.BA10.138,3WfJ9fP1nYRql_bfimWaLA,https://www.mapillary.com/map/im/3WfJ9fP1nYRql_bfimWaLA
136,LHM-Nord.BA10.136,DU1SEu_iXWNJ_F7TDiLdew,https://www.mapillary.com/map/im/DU1SEu_iXWNJ_F7TDiLdew
135,LHM-West.BA09.135,zDCsqhqUqFl7IbVe76Z0DA,https://www.mapillary.com/map/im/zDCsqhqUqFl7IbVe76Z0DA
134,RV09.07.800-08.300,gTtWfRlrF3UlJGRi2EUkOA,https://www.mapillary.com/map/im/gTtWfRlrF3UlJGRi2EUkOA
133,LHM-West.BA09.133,KuQdYUAim902eAuSlLdAHA,https://www.mapillary.com/map/im/KuQdYUAim902eAuSlLdAHA
130,LHM-West.BA09.130,fAX0A08hc1i-_aKs-z21Nw,https://www.mapillary.com/map/im/fAX0A08hc1i-_aKs-z21Nw
129,LHM-West.BA09.129,iv3VkgENudf74ua9Tp4KvQ,https://www.mapillary.com/map/im/iv3VkgENudf74ua9Tp4KvQ
122,LHM-West.BA25.122,bPe6WjGtx2LkpX0AZHCnm0,https://www.mapillary.com/map/im/bPe6WjGtx2LkpX0AZHCnm0
121,LHM-West.BA25.121,lGqj4b30amrItAfmsY3ZvQ,https://www.mapillary.com/map/im/lGqj4b30amrItAfmsY3ZvQ
118,LHM-Süd.BA06.118,null,https://www.mapillary.com/map/im/null
116,LHM-Süd.BA06.116,uffR4XBoJaNlvqm7dPb2GQ,https://www.mapillary.com/map/im/uffR4XBoJaNlvqm7dPb2GQ
114,LHM-Ost.BA18.114,null,https://www.mapillary.com/map/im/null
113,LHM-Ost.BA18.113,null,https://www.mapillary.com/map/im/null
112,LHM-Ost.BA18.112,zqZFdpI5jEyKnJsqqf8hWA,https://www.mapillary.com/map/im/zqZFdpI5jEyKnJsqqf8hWA
110,LHM-Süd.BA06.110,ep5EIsArrAOtCU19-3xQ5g,https://www.mapillary.com/map/im/ep5EIsArrAOtCU19-3xQ5g
108,LHM-Süd.BA19.108,null,https://www.mapillary.com/map/im/null
107,LHM-Ost.BA18.107,MzkDweovJ2fCEOH6B9IAMg,https://www.mapillary.com/map/im/MzkDweovJ2fCEOH6B9IAMg
106,LK-M.Grünwald.106,gofJexQzbo88TAbHs7PD4A,https://www.mapillary.com/map/im/gofJexQzbo88TAbHs7PD4A
103,LHM-Süd.BA06.103,IctQOOcTGUiD3q73PRiCyB,https://www.mapillary.com/map/im/IctQOOcTGUiD3q73PRiCyB
102,LHM-Süd.BA06.102,vOQtzHQY2ZK1IMEe9uGfHw,https://www.mapillary.com/map/im/vOQtzHQY2ZK1IMEe9uGfHw
101,LHM-Süd.BA06.101,null,https://www.mapillary.com/map/im/null
100,LHM-Süd.BA06.100,null,https://www.mapillary.com/map/im/null
99,LHM-Süd.BA19.99,null,https://www.mapillary.com/map/im/null
98,LHM-Süd.BA19.98,JbPp4p9xKvPpSKtnxXmj1g,https://www.mapillary.com/map/im/JbPp4p9xKvPpSKtnxXmj1g
97,LHM-Süd.BA19.97,R8mM04_55mu1PECRi2K_TA,https://www.mapillary.com/map/im/R8mM04_55mu1PECRi2K_TA
96,LHM-Süd.BA19.96,8f76pBNkyFyYlTYPaY3eHQ,https://www.mapillary.com/map/im/8f76pBNkyFyYlTYPaY3eHQ
94,LHM-Süd.BA07.94,dY-PWnKjf3TrKHNrYRdQdw,https://www.mapillary.com/map/im/dY-PWnKjf3TrKHNrYRdQdw
93,LHM-Ost.BA18.93,tfR9L57sOXbCdI6cysp8Pg,https://www.mapillary.com/map/im/tfR9L57sOXbCdI6cysp8Pg
92,LK-M.Pullach.92,VsVhqu7YWgdx482LjDhemQ,https://www.mapillary.com/map/im/VsVhqu7YWgdx482LjDhemQ
90,LHM-Süd.BA19.90,00OKBjRqRV3oTa4_Ky05VA,https://www.mapillary.com/map/im/00OKBjRqRV3oTa4_Ky05VA
87,LK-M.Pullach.87,-2Jz2AI4HWeFeqOynALVpw,https://www.mapillary.com/map/im/-2Jz2AI4HWeFeqOynALVpw
85,LK-M.Pullach.85,RdRthxFMJuHBWn6PrQbLbw,https://www.mapillary.com/map/im/RdRthxFMJuHBWn6PrQbLbw
84,LK-M.Pullach.84,LMk7oE5sTiYSVwEnQdP2sA,https://www.mapillary.com/map/im/LMk7oE5sTiYSVwEnQdP2sA
83,LHM-Süd.BA19.83,null,https://www.mapillary.com/map/im/null
82,LK-M.Pullach.82,null,https://www.mapillary.com/map/im/null
77,LHM-Süd.BA07.77,null,https://www.mapillary.com/map/im/null
76,LHM-Süd.BA07.76,null,https://www.mapillary.com/map/im/null
74,LHM-Süd.BA07.74,qjr1rmtpy8cwRosYabMezQ,https://www.mapillary.com/map/im/qjr1rmtpy8cwRosYabMezQ
66,LHM-Süd.BA07.66,JgBdQKwi0gX4oH7PAtk0la,https://www.mapillary.com/map/im/JgBdQKwi0gX4oH7PAtk0la
61,LHM-Süd.BA07.61,PWyn-QteITtkTbnsNQXuVQ,https://www.mapillary.com/map/im/PWyn-QteITtkTbnsNQXuVQ
60,LHM-Süd.BA07.60,H8DqTsOY9XQPBugdWxhizg,https://www.mapillary.com/map/im/H8DqTsOY9XQPBugdWxhizg
54,LHM-Süd.BA19.54,s9Orau3RHCrqk14mz1jVew,https://www.mapillary.com/map/im/s9Orau3RHCrqk14mz1jVew
52,LHM-Nord.BA10.52,UyzScu99unJofSdKuAVN4w,https://www.mapillary.com/map/im/UyzScu99unJofSdKuAVN4w
51,LHM-Nord.BA10.51,null,https://www.mapillary.com/map/im/null
50,LHM-Nord.BA10.50,qrmbqvUe-z7mXCcD5sMRLw,https://www.mapillary.com/map/im/qrmbqvUe-z7mXCcD5sMRLw
49,LHM-West.BA23.49,pbkEYZbbepYCwbVVX8q_6g,https://www.mapillary.com/map/im/pbkEYZbbepYCwbVVX8q_6g
48,LHM-Nord.BA24.48,null,https://www.mapillary.com/map/im/null
47,LHM-West.BA23.47,null,https://www.mapillary.com/map/im/null
45,LHM-Nord.BA10.45,null,https://www.mapillary.com/map/im/null
41,LHM-West.BA21.41,null,https://www.mapillary.com/map/im/null
39,LHM-West.BA20.39,SfpbTjuX6sBhp4rEyainuw,https://www.mapillary.com/map/im/SfpbTjuX6sBhp4rEyainuw
38,LHM-West.BA21.38,3U2iWN9aazlSXAC1yHTOQw,https://www.mapillary.com/map/im/3U2iWN9aazlSXAC1yHTOQw
37,LHM-West.BA21.37,h2pRhnuLbepO657GU9nBMw,https://www.mapillary.com/map/im/h2pRhnuLbepO657GU9nBMw
35,LHM-West.BA21.35,iMfjDrs6uBR0R-WgGUdFrw,https://www.mapillary.com/map/im/iMfjDrs6uBR0R-WgGUdFrw
28,LHM-West.BA21.28,Xq3TuKg5rdJlsJoTUuXpRQ,https://www.mapillary.com/map/im/Xq3TuKg5rdJlsJoTUuXpRQ
25,LHM-West.BA25.25,null,https://www.mapillary.com/map/im/null
24,RV-Bavariaradweg.011,-G4fWXnCpvVlVmre-X495g,https://www.mapillary.com/map/im/-G4fWXnCpvVlVmre-X495g
22,LHM-Süd.BA19.22,null,https://www.mapillary.com/map/im/null
20,LHM-Süd.BA19.20,null,https://www.mapillary.com/map/im/null
17,LK-M.Forstenrieder Park.17,O7a3jlvKPZpxtMiGRCqZYw,https://www.mapillary.com/map/im/O7a3jlvKPZpxtMiGRCqZYw
15,LHM-West.BA20.15,pAfcxk8kP4CMB7oFQNNHj2,https://www.mapillary.com/map/im/pAfcxk8kP4CMB7oFQNNHj2
12,RV-Bavariaradweg.012,QXIMCy8pyCIyGNxvOb-XjQ,https://www.mapillary.com/map/im/QXIMCy8pyCIyGNxvOb-XjQ
10,LHM-Süd.BA19.10,null,https://www.mapillary.com/map/im/null
6,LK-M.Forstenrieder Park.6,ws3Xj7MCYx86DXk92YYAlA,https://www.mapillary.com/map/im/ws3Xj7MCYx86DXk92YYAlA
5,LK-M.Forstenrieder Park.5,RB2kUDt0_KgZnqVqNsLWkg,https://www.mapillary.com/map/im/RB2kUDt0_KgZnqVqNsLWkg
4,LHM-West.BA20.4,aj312u3WREr62nfp5UcHFA,https://www.mapillary.com/map/im/aj312u3WREr62nfp5UcHFA
3,LK-M.Forstenrieder Park.3,null,https://www.mapillary.com/map/im/null
2,LHM-West.BA22.2,RnnVecEwwas3ZQ15r7RPvg,https://www.mapillary.com/map/im/RnnVecEwwas3ZQ15r7RPvg
1,LK-M.Neuried.1,lbKqe7EZ3L5tQBSpJl7qsg,https://www.mapillary.com/map/im/lbKqe7EZ3L5tQBSpJl7qsg
